customer_id,contract_type,tenure_months,internet_service,phone_service,streaming_tv,tech_support,monthly_charges,total_charges,payment_method
CUST0306,Two Year,39,DSL,No,Yes,Yes,34.71,1353.71,Bank Transfer
CUST0307,Month-to-Month,68,DSL,Yes,No,Yes,110.22,7494.99,Credit Card
CUST0308,One Year,44,Fiber Optic,Yes,No,No,80.23,3530.32,Electronic Check
CUST0309,Month-to-Month,5,No Internet,No,No,Yes,112.47,562.37,Credit Card
CUST0310,Two Year,55,DSL,Yes,Yes,No,34.79,1913.51,Mailed Check
CUST0311,Month-to-Month,30,DSL,Yes,No,No,79.52,2385.7,Mailed Check
CUST0312,One Year,29,No Internet,Yes,No,No,75.1,2177.98,Bank Transfer
CUST0313,One Year,26,No Internet,No,Yes,No,82.45,2143.75,Electronic Check
CUST0314,One Year,26,DSL,Yes,Yes,No,70.82,1841.37,Mailed Check
CUST0315,Two Year,37,No Internet,Yes,No,Yes,53.81,1991.06,Bank Transfer
CUST0316,Two Year,53,Fiber Optic,No,No,No,36.83,1951.76,Bank Transfer
CUST0317,Month-to-Month,30,Fiber Optic,Yes,Yes,No,92.74,2782.27,Mailed Check
CUST0318,Month-to-Month,3,DSL,Yes,No,No,97.66,292.97,Mailed Check
CUST0319,Month-to-Month,43,Fiber Optic,Yes,Yes,No,116.12,4992.95,Electronic Check
CUST0320,Month-to-Month,7,DSL,Yes,Yes,Yes,77.94,545.61,Bank Transfer
CUST0321,Month-to-Month,49,Fiber Optic,Yes,No,Yes,81.55,3995.94,Bank Transfer
CUST0322,Month-to-Month,41,Fiber Optic,Yes,Yes,No,103.06,4225.55,Bank Transfer
CUST0323,Month-to-Month,54,No Internet,Yes,No,No,96.68,5220.63,Electronic Check
CUST0324,Two Year,69,DSL,No,Yes,No,41.43,2858.42,Bank Transfer
CUST0325,Month-to-Month,27,No Internet,Yes,No,No,82.57,2229.36,Credit Card
CUST0326,Two Year,8,No Internet,Yes,No,No,68.88,551.01,Credit Card
CUST0327,Month-to-Month,32,Fiber Optic,No,No,No,85.16,2725.23,Bank Transfer
CUST0328,One Year,64,Fiber Optic,Yes,Yes,Yes,63.32,4052.4,Credit Card
CUST0329,Two Year,10,Fiber Optic,Yes,No,No,30.53,305.25,Credit Card
CUST0330,Month-to-Month,13,No Internet,Yes,Yes,No,105.74,1374.61,Electronic Check
CUST0331,Month-to-Month,63,Fiber Optic,Yes,No,Yes,88.88,5599.53,Bank Transfer
CUST0332,Month-to-Month,35,Fiber Optic,Yes,No,No,100.8,3528.13,Electronic Check
CUST0333,Month-to-Month,61,No Internet,Yes,Yes,No,113.84,6944.05,Bank Transfer
CUST0334,Two Year,54,DSL,Yes,No,No,47.16,2546.8,Mailed Check
CUST0335,Two Year,8,Fiber Optic,Yes,Yes,No,30.7,245.64,Credit Card
CUST0336,Month-to-Month,29,Fiber Optic,Yes,Yes,No,92.56,2684.3,Electronic Check
CUST0337,Month-to-Month,41,No Internet,Yes,Yes,No,107.94,4425.57,Electronic Check
CUST0338,Month-to-Month,30,No Internet,Yes,No,Yes,62.18,1865.26,Mailed Check
CUST0339,Month-to-Month,21,Fiber Optic,No,No,No,119.04,2499.86,Mailed Check
CUST0340,One Year,11,Fiber Optic,Yes,Yes,No,77.23,849.58,Credit Card
CUST0341,Month-to-Month,2,No Internet,No,Yes,No,81.55,163.11,Credit Card
CUST0342,Month-to-Month,50,DSL,Yes,Yes,No,77.56,3878.17,Bank Transfer
CUST0343,Month-to-Month,41,No Internet,Yes,Yes,No,70.46,2888.92,Bank Transfer
CUST0344,Month-to-Month,66,DSL,Yes,No,Yes,107.49,7094.63,Mailed Check
CUST0345,One Year,3,No Internet,Yes,No,Yes,76.11,228.34,Credit Card
CUST0346,Month-to-Month,51,Fiber Optic,Yes,Yes,No,84.82,4325.75,Credit Card
CUST0347,Two Year,68,Fiber Optic,No,Yes,No,31.0,2108.1,Mailed Check
CUST0348,Two Year,25,DSL,Yes,No,No,47.93,1198.24,Mailed Check
CUST0349,Month-to-Month,30,DSL,Yes,Yes,No,88.86,2665.89,Electronic Check
CUST0350,Month-to-Month,11,No Internet,Yes,Yes,No,100.44,1104.86,Mailed Check
CUST0351,Two Year,17,Fiber Optic,Yes,No,No,60.9,1035.24,Electronic Check
CUST0352,Two Year,26,No Internet,Yes,No,Yes,68.86,1790.34,Bank Transfer
CUST0353,Two Year,23,Fiber Optic,Yes,No,No,67.74,1557.95,Mailed Check
CUST0354,Month-to-Month,56,DSL,Yes,No,Yes,101.78,5699.45,Mailed Check
CUST0355,Two Year,52,Fiber Optic,Yes,Yes,Yes,39.05,2030.78,Mailed Check
CUST0356,Month-to-Month,48,DSL,No,No,No,109.03,5233.2,Electronic Check
CUST0357,One Year,20,DSL,Yes,Yes,No,48.42,968.48,Mailed Check
CUST0358,Two Year,2,Fiber Optic,Yes,No,No,38.33,76.66,Mailed Check
CUST0359,Month-to-Month,31,Fiber Optic,Yes,No,Yes,79.42,2462.01,Credit Card
CUST0360,Two Year,27,DSL,Yes,No,No,41.38,1117.17,Credit Card
CUST0361,Month-to-Month,2,No Internet,Yes,No,Yes,95.8,191.6,Credit Card
CUST0362,Two Year,4,Fiber Optic,Yes,No,No,65.17,260.68,Mailed Check
CUST0363,Month-to-Month,13,Fiber Optic,Yes,Yes,No,95.55,1242.14,Credit Card
CUST0364,Two Year,35,Fiber Optic,Yes,No,No,32.58,1140.15,Bank Transfer
CUST0365,Month-to-Month,66,No Internet,Yes,No,No,63.33,4179.74,Credit Card
CUST0366,One Year,6,Fiber Optic,Yes,No,No,52.71,316.25,Mailed Check
CUST0367,Month-to-Month,31,Fiber Optic,Yes,Yes,No,66.07,2048.14,Credit Card
CUST0368,Month-to-Month,10,No Internet,Yes,Yes,Yes,107.54,1075.35,Credit Card
CUST0369,Month-to-Month,21,DSL,Yes,Yes,Yes,117.69,2471.4,Credit Card
CUST0370,One Year,23,Fiber Optic,Yes,Yes,No,79.08,1818.81,Bank Transfer
CUST0371,Month-to-Month,3,No Internet,No,No,No,90.76,272.28,Bank Transfer
CUST0372,One Year,32,DSL,Yes,Yes,No,80.22,2567.14,Electronic Check
CUST0373,Month-to-Month,20,DSL,Yes,Yes,No,93.06,1861.24,Mailed Check
CUST0374,Two Year,29,Fiber Optic,Yes,Yes,Yes,57.07,1655.05,Bank Transfer
CUST0375,Month-to-Month,52,No Internet,Yes,No,No,96.67,5026.99,Bank Transfer
CUST0376,Month-to-Month,46,Fiber Optic,Yes,No,No,116.0,5335.79,Bank Transfer
CUST0377,Month-to-Month,34,Fiber Optic,No,No,No,71.74,2439.23,Mailed Check
CUST0378,Month-to-Month,61,Fiber Optic,Yes,Yes,No,105.87,6458.3,Electronic Check
CUST0379,Month-to-Month,71,DSL,Yes,Yes,No,61.41,4360.12,Mailed Check
CUST0380,Month-to-Month,70,DSL,Yes,Yes,Yes,82.53,5777.09,Credit Card
CUST0381,Two Year,11,DSL,Yes,Yes,Yes,56.13,617.45,Electronic Check
CUST0382,One Year,63,Fiber Optic,Yes,Yes,Yes,47.59,2998.42,Credit Card
CUST0383,One Year,21,DSL,Yes,No,Yes,87.18,1830.71,Bank Transfer
CUST0384,Month-to-Month,3,DSL,Yes,Yes,No,82.4,247.19,Mailed Check
CUST0385,One Year,10,Fiber Optic,Yes,No,No,76.46,764.64,Credit Card
CUST0386,Month-to-Month,27,No Internet,Yes,No,No,78.04,2106.96,Electronic Check
CUST0387,One Year,12,Fiber Optic,Yes,No,No,82.56,990.76,Credit Card
CUST0388,Month-to-Month,7,DSL,Yes,No,Yes,115.13,805.92,Credit Card
CUST0389,Month-to-Month,17,Fiber Optic,Yes,No,No,84.04,1428.61,Bank Transfer
CUST0390,Month-to-Month,65,DSL,Yes,No,No,71.54,4650.14,Credit Card
CUST0391,Two Year,64,No Internet,Yes,No,Yes,58.61,3751.12,Credit Card
CUST0392,Month-to-Month,26,No Internet,No,Yes,No,111.24,2892.24,Bank Transfer
CUST0393,One Year,15,Fiber Optic,Yes,No,No,62.71,940.72,Electronic Check
CUST0394,Month-to-Month,33,DSL,Yes,Yes,No,87.3,2880.92,Bank Transfer
CUST0395,One Year,62,Fiber Optic,Yes,No,No,45.15,2799.43,Credit Card
CUST0396,Two Year,47,No Internet,Yes,Yes,Yes,69.62,3271.95,Mailed Check
CUST0397,Month-to-Month,35,DSL,Yes,Yes,No,76.71,2684.83,Bank Transfer
CUST0398,Month-to-Month,65,Fiber Optic,Yes,No,Yes,116.59,7578.34,Bank Transfer
CUST0399,Two Year,25,Fiber Optic,Yes,Yes,Yes,44.16,1103.93,Credit Card
CUST0400,Month-to-Month,57,No Internet,Yes,Yes,No,65.03,3706.95,Mailed Check
CUST0401,Month-to-Month,32,DSL,Yes,Yes,No,91.0,2911.97,Electronic Check
CUST0402,One Year,63,Fiber Optic,Yes,No,No,45.55,2869.41,Mailed Check
CUST0403,One Year,12,Fiber Optic,Yes,No,No,66.99,803.87,Bank Transfer
CUST0404,Month-to-Month,63,Fiber Optic,Yes,No,No,112.61,7094.49,Mailed Check
CUST0405,Two Year,1,DSL,Yes,No,No,48.53,48.53,Electronic Check
CUST0406,Month-to-Month,51,No Internet,Yes,No,No,80.05,4082.7,Mailed Check
CUST0407,Month-to-Month,70,No Internet,Yes,Yes,No,72.47,5073.13,Mailed Check
CUST0408,One Year,8,DSL,Yes,Yes,No,71.9,575.17,Mailed Check
CUST0409,Month-to-Month,68,No Internet,Yes,No,No,97.47,6628.03,Bank Transfer
CUST0410,Month-to-Month,5,Fiber Optic,Yes,Yes,No,88.08,440.42,Credit Card
CUST0411,One Year,39,Fiber Optic,Yes,Yes,Yes,59.36,2315.01,Credit Card
CUST0412,Two Year,23,No Internet,Yes,No,Yes,67.7,1557.17,Mailed Check
CUST0413,Two Year,68,Fiber Optic,Yes,No,No,36.66,2492.66,Bank Transfer
CUST0414,Two Year,52,Fiber Optic,Yes,Yes,No,41.69,2168.13,Bank Transfer
CUST0415,Two Year,4,No Internet,Yes,No,No,36.08,144.33,Bank Transfer
CUST0416,Month-to-Month,47,Fiber Optic,Yes,No,No,91.29,4290.41,Credit Card
CUST0417,Month-to-Month,21,DSL,Yes,No,Yes,106.74,2241.53,Bank Transfer
CUST0418,Two Year,56,No Internet,Yes,No,No,33.27,1862.85,Mailed Check
CUST0419,Month-to-Month,66,DSL,Yes,Yes,No,70.72,4667.68,Credit Card
CUST0420,One Year,59,Fiber Optic,Yes,No,No,45.18,2665.69,Bank Transfer
CUST0421,One Year,7,Fiber Optic,Yes,No,No,63.07,441.52,Mailed Check
CUST0422,Month-to-Month,49,Fiber Optic,Yes,No,Yes,102.76,5035.39,Credit Card
CUST0423,Two Year,16,Fiber Optic,Yes,No,No,68.3,1092.79,Bank Transfer
CUST0424,Month-to-Month,17,No Internet,Yes,Yes,No,82.27,1398.6,Electronic Check
CUST0425,Month-to-Month,34,Fiber Optic,Yes,No,No,64.52,2193.72,Mailed Check
CUST0426,Two Year,33,Fiber Optic,Yes,Yes,No,59.26,1955.61,Electronic Check
CUST0427,Month-to-Month,26,DSL,Yes,No,No,86.1,2238.62,Credit Card
CUST0428,Month-to-Month,66,DSL,Yes,No,No,97.4,6428.1,Bank Transfer
CUST0429,Month-to-Month,63,No Internet,Yes,No,No,99.98,6298.63,Mailed Check
CUST0430,Two Year,41,Fiber Optic,Yes,No,Yes,49.65,2035.49,Mailed Check
CUST0431,One Year,58,No Internet,No,Yes,No,54.02,3133.33,Mailed Check
CUST0432,One Year,10,DSL,Yes,Yes,Yes,85.0,850.0,Electronic Check
CUST0433,One Year,15,Fiber Optic,Yes,No,No,59.5,892.48,Bank Transfer
CUST0434,Month-to-Month,42,Fiber Optic,Yes,Yes,No,93.18,3913.5,Bank Transfer
CUST0435,Two Year,57,Fiber Optic,Yes,Yes,No,56.19,3203.05,Bank Transfer
CUST0436,Two Year,17,DSL,No,No,Yes,37.57,638.71,Electronic Check
CUST0437,Month-to-Month,60,Fiber Optic,Yes,Yes,No,65.04,3902.23,Credit Card
CUST0438,Month-to-Month,9,No Internet,Yes,No,Yes,80.37,723.37,Electronic Check
CUST0439,Two Year,36,DSL,Yes,No,Yes,51.06,1838.04,Credit Card
CUST0440,Two Year,36,No Internet,Yes,No,Yes,61.23,2204.39,Electronic Check
CUST0441,Two Year,48,Fiber Optic,Yes,No,No,60.76,2916.31,Bank Transfer
CUST0442,Two Year,51,Fiber Optic,Yes,Yes,No,44.17,2252.61,Bank Transfer
CUST0443,Month-to-Month,70,Fiber Optic,Yes,Yes,No,91.06,6374.12,Bank Transfer
CUST0444,One Year,68,Fiber Optic,Yes,Yes,Yes,58.11,3951.39,Electronic Check
CUST0445,Month-to-Month,22,No Internet,Yes,No,No,118.71,2611.56,Mailed Check
CUST0446,Month-to-Month,6,Fiber Optic,Yes,Yes,Yes,82.5,495.01,Electronic Check
CUST0447,One Year,26,Fiber Optic,Yes,Yes,Yes,64.24,1670.17,Credit Card
CUST0448,Month-to-Month,3,Fiber Optic,Yes,No,No,89.63,268.88,Electronic Check
CUST0449,One Year,52,Fiber Optic,Yes,Yes,No,81.1,4217.2,Credit Card
CUST0450,Month-to-Month,60,No Internet,Yes,No,No,113.24,6794.25,Electronic Check
CUST0451,Month-to-Month,63,DSL,Yes,No,No,60.66,3821.45,Mailed Check
CUST0452,Month-to-Month,65,DSL,Yes,No,No,113.18,7356.55,Mailed Check
CUST0453,Month-to-Month,52,Fiber Optic,Yes,No,No,76.29,3967.03,Bank Transfer
CUST0454,Month-to-Month,14,No Internet,No,Yes,Yes,62.34,872.74,Mailed Check
CUST0455,Month-to-Month,68,DSL,No,No,No,110.87,7538.98,Electronic Check
CUST0456,Two Year,28,Fiber Optic,Yes,No,Yes,48.99,1371.61,Mailed Check
CUST0457,Month-to-Month,71,Fiber Optic,Yes,Yes,Yes,95.77,6799.94,Bank Transfer
CUST0458,Month-to-Month,10,No Internet,Yes,Yes,Yes,94.47,944.66,Electronic Check
CUST0459,One Year,57,DSL,No,No,No,57.81,3295.14,Credit Card
CUST0460,One Year,66,DSL,Yes,Yes,No,59.3,3913.82,Electronic Check
CUST0461,Month-to-Month,50,Fiber Optic,Yes,No,No,113.41,5670.32,Bank Transfer
CUST0462,One Year,14,Fiber Optic,Yes,Yes,No,78.66,1101.17,Mailed Check
CUST0463,One Year,16,DSL,Yes,Yes,No,70.06,1120.91,Mailed Check
CUST0464,Month-to-Month,54,DSL,Yes,No,No,119.77,6467.52,Electronic Check
CUST0465,Month-to-Month,43,DSL,Yes,Yes,No,66.99,2880.69,Credit Card
CUST0466,Two Year,42,DSL,Yes,No,No,34.25,1438.69,Credit Card
CUST0467,Two Year,22,Fiber Optic,Yes,Yes,No,38.44,845.64,Credit Card
CUST0468,One Year,68,No Internet,No,Yes,No,51.82,3523.54,Credit Card
CUST0469,Month-to-Month,19,No Internet,No,No,No,96.78,1838.9,Electronic Check
CUST0470,Month-to-Month,66,No Internet,Yes,No,No,63.36,4181.62,Mailed Check
CUST0471,One Year,39,Fiber Optic,Yes,No,Yes,61.01,2379.23,Credit Card
CUST0472,Month-to-Month,19,Fiber Optic,Yes,No,Yes,112.25,2132.82,Electronic Check
CUST0473,Month-to-Month,16,No Internet,Yes,No,No,72.81,1164.92,Electronic Check
CUST0474,One Year,54,DSL,Yes,No,No,54.71,2954.56,Electronic Check
CUST0475,Month-to-Month,25,DSL,Yes,Yes,No,116.37,2909.22,Credit Card
CUST0476,One Year,18,No Internet,Yes,No,No,87.08,1567.39,Credit Card
CUST0477,Two Year,23,DSL,Yes,Yes,Yes,61.28,1409.43,Electronic Check
CUST0478,Month-to-Month,11,DSL,Yes,Yes,No,86.43,950.75,Electronic Check
CUST0479,Two Year,39,Fiber Optic,Yes,Yes,No,31.96,1246.3,Electronic Check
CUST0480,Month-to-Month,68,Fiber Optic,Yes,Yes,No,97.92,6658.52,Mailed Check
CUST0481,Two Year,25,Fiber Optic,Yes,No,Yes,64.15,1603.7,Mailed Check
CUST0482,Month-to-Month,63,No Internet,Yes,Yes,No,87.13,5488.95,Bank Transfer
CUST0483,Month-to-Month,30,Fiber Optic,Yes,Yes,Yes,109.05,3271.47,Bank Transfer
CUST0484,One Year,45,DSL,Yes,No,No,71.8,3230.89,Credit Card
CUST0485,Month-to-Month,61,No Internet,No,No,No,80.31,4898.84,Mailed Check
CUST0486,Two Year,51,DSL,Yes,No,No,63.63,3244.99,Bank Transfer
CUST0487,Month-to-Month,9,DSL,Yes,Yes,No,103.06,927.57,Electronic Check
CUST0488,Month-to-Month,2,Fiber Optic,Yes,Yes,No,93.48,186.97,Electronic Check
CUST0489,Month-to-Month,5,No Internet,Yes,Yes,Yes,63.4,316.98,Credit Card
CUST0490,Month-to-Month,62,Fiber Optic,Yes,Yes,No,70.19,4351.96,Credit Card
CUST0491,Month-to-Month,69,Fiber Optic,Yes,No,Yes,77.12,5321.13,Bank Transfer
CUST0492,One Year,52,Fiber Optic,Yes,No,Yes,83.8,4357.79,Electronic Check
CUST0493,One Year,5,Fiber Optic,Yes,Yes,No,52.09,260.47,Credit Card
CUST0494,Two Year,59,Fiber Optic,Yes,Yes,No,54.72,3228.53,Credit Card
CUST0495,Two Year,68,DSL,Yes,Yes,No,53.02,3605.2,Mailed Check
CUST0496,Month-to-Month,9,Fiber Optic,Yes,No,Yes,75.92,683.28,Bank Transfer
CUST0497,One Year,22,DSL,Yes,Yes,No,60.33,1327.36,Credit Card
CUST0498,Month-to-Month,27,Fiber Optic,Yes,No,No,91.67,2475.21,Bank Transfer
CUST0499,One Year,10,Fiber Optic,Yes,No,Yes,59.01,590.14,Electronic Check
CUST0500,Month-to-Month,61,DSL,Yes,Yes,No,113.07,6897.17,Bank Transfer
CUST0501,Two Year,51,No Internet,Yes,No,Yes,40.54,2067.69,Credit Card
CUST0502,One Year,10,No Internet,Yes,No,No,70.48,704.79,Mailed Check
CUST0503,Two Year,6,No Internet,Yes,No,No,51.26,307.55,Bank Transfer
CUST0504,Two Year,62,DSL,Yes,Yes,No,32.71,2027.83,Bank Transfer
CUST0505,Two Year,5,DSL,Yes,No,Yes,44.73,223.66,Electronic Check
CUST0506,Two Year,70,DSL,Yes,Yes,No,65.4,4577.76,Mailed Check
CUST0507,Month-to-Month,63,DSL,Yes,Yes,No,102.4,6451.3,Bank Transfer
CUST0508,Month-to-Month,56,Fiber Optic,Yes,No,No,118.4,6630.16,Mailed Check
CUST0509,Month-to-Month,59,DSL,Yes,No,Yes,113.59,6701.71,Credit Card
CUST0510,Month-to-Month,63,Fiber Optic,Yes,Yes,No,80.55,5074.4,Mailed Check
CUST0511,Month-to-Month,59,DSL,Yes,No,Yes,119.89,7073.62,Credit Card
CUST0512,Month-to-Month,51,DSL,Yes,No,No,60.21,3070.72,Electronic Check
CUST0513,Month-to-Month,50,Fiber Optic,No,Yes,No,61.66,3082.89,Electronic Check
CUST0514,Two Year,4,Fiber Optic,Yes,Yes,Yes,47.35,189.41,Electronic Check
CUST0515,Two Year,48,Fiber Optic,Yes,Yes,Yes,44.36,2129.22,Credit Card
CUST0516,Month-to-Month,32,No Internet,Yes,No,No,63.65,2036.68,Bank Transfer
CUST0517,Month-to-Month,51,Fiber Optic,Yes,No,Yes,74.23,3785.67,Credit Card
CUST0518,Month-to-Month,52,Fiber Optic,Yes,Yes,No,85.57,4449.43,Mailed Check
CUST0519,Month-to-Month,34,No Internet,Yes,No,No,103.83,3530.36,Mailed Check
CUST0520,One Year,36,DSL,Yes,No,No,78.34,2820.12,Credit Card
CUST0521,Month-to-Month,70,Fiber Optic,Yes,No,No,74.26,5198.01,Electronic Check
CUST0522,One Year,43,Fiber Optic,Yes,Yes,No,47.46,2040.92,Electronic Check
CUST0523,Two Year,16,Fiber Optic,Yes,No,No,55.65,890.38,Mailed Check
CUST0524,Two Year,59,Fiber Optic,Yes,No,No,32.58,1922.07,Mailed Check
CUST0525,Month-to-Month,53,Fiber Optic,Yes,Yes,No,79.39,4207.74,Bank Transfer
CUST0526,One Year,19,Fiber Optic,Yes,Yes,Yes,67.89,1289.83,Bank Transfer
CUST0527,Month-to-Month,41,No Internet,No,No,No,102.52,4203.21,Bank Transfer
CUST0528,Month-to-Month,47,DSL,Yes,Yes,No,63.75,2996.11,Mailed Check
CUST0529,Month-to-Month,54,DSL,Yes,No,No,62.11,3353.92,Bank Transfer
CUST0530,Month-to-Month,55,Fiber Optic,Yes,Yes,No,70.1,3855.75,Mailed Check
CUST0531,Month-to-Month,19,Fiber Optic,Yes,Yes,No,103.67,1969.76,Mailed Check
CUST0532,Month-to-Month,62,No Internet,Yes,Yes,No,71.02,4403.51,Credit Card
CUST0533,One Year,59,Fiber Optic,Yes,Yes,No,54.52,3216.75,Bank Transfer
CUST0534,One Year,65,No Internet,No,Yes,No,72.63,4721.14,Credit Card
CUST0535,Month-to-Month,68,DSL,Yes,No,No,115.25,7837.22,Credit Card
CUST0536,Month-to-Month,28,No Internet,Yes,Yes,Yes,80.64,2257.85,Bank Transfer
CUST0537,Two Year,18,Fiber Optic,Yes,No,No,49.17,885.13,Mailed Check
CUST0538,Month-to-Month,26,Fiber Optic,Yes,No,No,116.69,3034.01,Mailed Check
CUST0539,Two Year,19,DSL,Yes,No,No,64.06,1217.09,Mailed Check
CUST0540,One Year,55,No Internet,Yes,Yes,No,60.45,3324.59,Bank Transfer
CUST0541,Month-to-Month,57,Fiber Optic,Yes,No,No,61.48,3504.32,Mailed Check
CUST0542,Month-to-Month,6,No Internet,Yes,No,No,114.52,687.13,Credit Card
CUST0543,Month-to-Month,1,Fiber Optic,Yes,Yes,No,91.1,91.1,Electronic Check
CUST0544,Month-to-Month,8,Fiber Optic,Yes,No,Yes,64.5,515.97,Bank Transfer
CUST0545,Month-to-Month,51,DSL,Yes,Yes,No,66.62,3397.45,Electronic Check
CUST0546,One Year,25,DSL,Yes,Yes,No,62.55,1563.79,Credit Card
CUST0547,Month-to-Month,47,No Internet,Yes,No,Yes,116.41,5471.46,Electronic Check
CUST0548,Month-to-Month,55,Fiber Optic,Yes,No,No,101.57,5586.6,Credit Card
CUST0549,One Year,64,Fiber Optic,Yes,Yes,Yes,46.19,2956.19,Electronic Check
CUST0550,Month-to-Month,10,DSL,Yes,No,Yes,81.99,819.87,Electronic Check
CUST0551,Month-to-Month,56,Fiber Optic,Yes,No,Yes,62.59,3505.2,Mailed Check
CUST0552,Month-to-Month,12,Fiber Optic,Yes,No,No,118.46,1421.51,Electronic Check
CUST0553,Month-to-Month,33,DSL,Yes,Yes,Yes,61.03,2014.0,Credit Card
CUST0554,One Year,71,Fiber Optic,Yes,No,No,61.4,4359.16,Credit Card
CUST0555,Month-to-Month,17,DSL,Yes,Yes,No,82.12,1396.05,Credit Card
CUST0556,One Year,61,Fiber Optic,Yes,No,No,74.83,4564.39,Bank Transfer
CUST0557,Month-to-Month,10,DSL,Yes,Yes,No,101.35,1013.49,Credit Card
CUST0558,Month-to-Month,31,DSL,Yes,No,No,118.83,3683.8,Bank Transfer
CUST0559,Month-to-Month,60,Fiber Optic,No,Yes,No,117.94,7076.25,Credit Card
CUST0560,One Year,70,Fiber Optic,Yes,Yes,No,66.54,4657.91,Bank Transfer
CUST0561,Month-to-Month,17,Fiber Optic,No,No,Yes,70.87,1204.87,Electronic Check
CUST0562,Month-to-Month,50,Fiber Optic,No,Yes,No,93.93,4696.62,Electronic Check
CUST0563,One Year,37,DSL,Yes,Yes,No,80.02,2960.58,Credit Card
CUST0564,Month-to-Month,62,No Internet,Yes,No,No,104.37,6470.63,Bank Transfer
CUST0565,Month-to-Month,29,DSL,Yes,No,No,70.86,2055.03,Mailed Check
CUST0566,One Year,32,DSL,Yes,Yes,No,65.93,2109.85,Mailed Check
CUST0567,Month-to-Month,11,Fiber Optic,Yes,Yes,Yes,98.32,1081.57,Mailed Check
CUST0568,One Year,6,Fiber Optic,Yes,No,No,47.56,285.38,Electronic Check
CUST0569,Month-to-Month,35,No Internet,Yes,No,No,92.4,3234.14,Electronic Check
CUST0570,One Year,33,No Internet,Yes,Yes,No,65.87,2173.78,Bank Transfer
CUST0571,One Year,18,DSL,Yes,No,No,72.41,1303.39,Credit Card
CUST0572,Month-to-Month,37,Fiber Optic,Yes,No,No,94.93,3512.31,Electronic Check
CUST0573,One Year,13,DSL,Yes,Yes,No,89.54,1163.99,Credit Card
CUST0574,Two Year,64,Fiber Optic,Yes,Yes,No,58.61,3750.99,Mailed Check
CUST0575,Month-to-Month,1,DSL,Yes,Yes,No,100.52,100.52,Mailed Check
CUST0576,Month-to-Month,63,No Internet,Yes,No,No,92.94,5854.99,Credit Card
CUST0577,One Year,34,Fiber Optic,Yes,Yes,No,50.87,1729.57,Bank Transfer
CUST0578,One Year,10,No Internet,Yes,Yes,Yes,80.89,808.9,Mailed Check
CUST0579,Month-to-Month,7,No Internet,Yes,No,No,72.05,504.36,Bank Transfer
CUST0580,Two Year,56,No Internet,Yes,Yes,No,63.72,3568.42,Mailed Check
CUST0581,Month-to-Month,37,DSL,Yes,No,No,75.29,2785.56,Electronic Check
CUST0582,One Year,29,Fiber Optic,Yes,Yes,No,48.94,1419.16,Mailed Check
CUST0583,One Year,12,DSL,Yes,No,No,74.51,894.16,Bank Transfer
CUST0584,Two Year,17,Fiber Optic,Yes,Yes,No,58.02,986.34,Electronic Check
CUST0585,Month-to-Month,48,Fiber Optic,Yes,Yes,Yes,65.93,3164.74,Mailed Check
CUST0586,One Year,26,Fiber Optic,Yes,No,No,56.86,1478.31,Electronic Check
CUST0587,Month-to-Month,12,DSL,Yes,No,No,100.44,1205.24,Electronic Check
CUST0588,Month-to-Month,21,Fiber Optic,Yes,No,No,92.24,1937.04,Mailed Check
CUST0589,Month-to-Month,42,Fiber Optic,Yes,No,No,86.65,3639.24,Credit Card
CUST0590,One Year,61,Fiber Optic,Yes,No,No,69.07,4213.08,Credit Card
CUST0591,Month-to-Month,58,DSL,Yes,No,No,109.66,6360.32,Bank Transfer
CUST0592,Month-to-Month,54,DSL,No,No,Yes,85.66,4625.73,Bank Transfer
CUST0593,One Year,34,Fiber Optic,Yes,No,No,58.5,1988.99,Mailed Check
CUST0594,One Year,7,No Internet,Yes,No,No,47.18,330.29,Electronic Check
CUST0595,One Year,35,Fiber Optic,Yes,No,No,78.49,2747.24,Electronic Check
CUST0596,Two Year,15,DSL,Yes,Yes,No,63.78,956.73,Credit Card
CUST0597,Month-to-Month,65,DSL,Yes,Yes,Yes,98.68,6414.4,Credit Card
CUST0598,Two Year,25,No Internet,Yes,Yes,Yes,63.97,1599.26,Electronic Check
CUST0599,Two Year,59,Fiber Optic,Yes,No,Yes,35.54,2096.97,Electronic Check
CUST0600,Month-to-Month,6,No Internet,Yes,No,Yes,118.88,713.28,Bank Transfer
CUST0601,Month-to-Month,52,No Internet,No,No,No,91.1,4737.14,Electronic Check
CUST0602,Month-to-Month,21,DSL,Yes,Yes,Yes,115.66,2428.82,Electronic Check
CUST0603,Month-to-Month,71,DSL,Yes,Yes,No,84.44,5995.25,Mailed Check
CUST0604,One Year,32,Fiber Optic,Yes,No,Yes,49.59,1586.78,Electronic Check
CUST0605,One Year,53,DSL,Yes,No,No,47.82,2534.59,Credit Card
CUST0606,One Year,59,Fiber Optic,Yes,Yes,No,60.7,3581.24,Credit Card
CUST0607,Month-to-Month,69,DSL,Yes,No,No,95.21,6569.16,Bank Transfer
CUST0608,Month-to-Month,62,Fiber Optic,No,No,No,76.47,4741.41,Bank Transfer
CUST0609,Two Year,4,DSL,Yes,Yes,No,47.02,188.09,Mailed Check
CUST0610,Month-to-Month,18,Fiber Optic,Yes,No,Yes,109.25,1966.52,Bank Transfer
CUST0611,Two Year,56,Fiber Optic,Yes,No,No,47.71,2672.0,Electronic Check
